Order_ID,Product_ID,Customer_ID,UnitsSold,DiscountApplied,ShippingCost,TotalOrderValue
ff04d883-2775-4280-a482-56cf1739dc81,636ba483-ff5f-4966-ac3e-5dc270e65769,a81b2904-f917-4a25-a82c-627ebe711872,19,0.25,30.06,761.02
8d33d101-eace-4f80-b979-454613185481,de704f2f-9df0-4ade-a6f3-0c48db514e0e,1d3684eb-94a0-46e3-b8bb-d79052a27dc2,32,0.19,18.58,2301.8
bfbe1678-fad8-42c6-a9ac-7a4e70216495,40a11737-7d4b-47a3-9864-71345365d19c,ff3390c1-2990-4dac-aaba-c338c7fabfec,47,0.23,16.33,560.63
005aaa46-837c-4667-8057-28831bbe2412,72236e54-7ecc-4dd0-b047-9a6e43cad1ca,670fd7bd-37ab-41f8-9c08-8b498c957050,42,0.22,15.68,4092.8
acf32c72-47e1-42af-8482-70dc71525e3b,ac70f567-3b11-42c5-af36-8c5bbdfae08d,0d0d2a5d-c36b-4988-975b-70d702ccfb22,6,0.19,39.42,356.26
87a2caa2-379c-45e1-acd1-d4e9da8cf548,3addf420-066f-4aa1-a2c4-f411a58d914d,86b42d0d-55f2-4be4-9012-4c6a453da6e2,17,0.01,26.08,1275.24
703a7bc0-731c-4703-aa39-91c657497ddd,b52edaf0-3468-4149-bcdd-0b5bc417c396,8d9c257e-f03b-435a-a017-1995a3cb7c63,10,0.25,43.45,295.95
3c9d2e97-ab94-431f-bd0f-e20a11090dbe,2355ffff-5410-47b2-8bd4-ab122373d6a1,7a34bdcf-e44d-4dda-a7d4-0e715b77ec6b,31,0.16,22.36,1485.81
c27de3b9-5381-4d6d-a3fc-221898430a1b,b3022332-4446-4f9b-82d1-c08ba0b002ff,5018ccc3-1249-4687-9d79-9a95c3aefb3e,39,0.27,8.81,1494.05
8219479b-8997-4a6f-8973-e3dca14b7641,fd3b4610-b8a7-4da4-a3c5-4ce1a84b03fb,b72b65d6-653d-45cd-9dbd-6492001fbc68,37,0.09,12.42,2275.17
51edc04e-4e62-400b-adf7-1ea3b8d0c697,9f278d40-2004-4e9d-8536-f10b5aeeb0bd,98303ba9-5a6c-442b-97ca-4d1f83146b3d,29,0.19,14.49,1756.83
27feab80-75aa-42da-accc-a0c67865bf6e,7e26cb6f-3e69-4526-aedb-57adbd663e7a,3dcd5726-8f70-4aa6-9781-380b20e2df4a,47,0.2,23.22,1931.8
7047cdbf-e9bc-46de-8bae-c86fb7ac06e0,ab09150c-1efc-444a-a0a5-c83681a743c0,ad118c9b-95ce-46fc-bbb3-24ca33c3b071,10,0.17,32.44,847.15
7d42b8cb-1743-4b9d-8a76-6e095a47118c,b0b49c05-4bdb-423b-a6f8-3e545c15d07a,27f70b5d-fff0-4fa9-9601-9fe8c0ff9875,28,0.17,6.78,864.81
59eaf097-9c0a-485a-ba39-9395948ff5c3,ae9836fe-8e29-41c3-98b1-8db8a5e58fa7,b47955a8-f328-4707-b32a-68233e108806,43,0.13,29.39,4224.26
69c2b5d5-c9a0-446a-9fad-e20ceaada84c,cac8a70c-ed6e-48b5-a89f-d7c67b1158f8,d08b169f-3eea-4d7b-948e-8aa1a0f68c11,21,0.24,19.54,2066.9
1404ffce-5efc-4f42-b41f-e5397e873b58,4a083e22-2a3c-43d7-83db-d49efc6a2d1a,0dedabb4-378f-4547-8874-7f426865f8fc,24,0.14,37.43,1750.33
10069169-cd96-4d0e-ab41-c5b3273c35df,e587f878-424d-41da-9474-0cc4a36acdb4,b42c62b3-ff0e-4cef-ab8b-38678c9fe44a,22,0.22,30.83,1054.96
a59f09e4-01f8-43e3-b90e-03064d0cdebe,10c410d6-9a5a-49ce-bee6-69cc5eeae95a,43983f5a-bdc0-4b10-b57c-0e1905e5f312,10,0.15,12.28,408.83
7549339c-f169-4cc1-a743-d9c09e7cf0a4,3f7c1d4f-fa72-496a-b866-31b462158611,0f2b2aaf-2a67-4e66-9ece-36a53311e497,41,0.3,16.5,3373.34
ce762a17-8ab6-49ed-8085-5813fdd1569d,888e4238-8391-4080-8f7a-eb9f7781587f,d661c7e9-86b8-4bc2-9a6f-40487e98d44c,7,0.22,18.81,293.65
19ec77a3-c49b-425f-b8ea-675cd7e75726,54461174-b6c0-40dd-a34f-26d1488ddb08,04822c1b-9f24-4723-9f61-6c9bb33c0883,41,0.11,44.63,2485.36
3e9ae786-ce71-4a46-9c2b-dc36ca4bc9c8,c91baecc-3bcb-439f-8748-adf87d2bd07b,e3d597ec-9c76-4048-9065-5ff7d706203a,8,0.05,43.01,488.28
127d164d-9623-4059-94f7-755bdfc75409,3e33ce2b-40c6-4965-8edc-aa9c5a25f7b5,925af429-2c8c-43db-a855-1d49afeb59b1,35,0.16,7.19,725.2
57574289-a80e-4c03-9b21-8cc24e170ad1,d3b2da68-6138-43fc-b880-cfde3850ad1b,910b8245-ad11-4a14-abef-fe26c1e57cb8,26,0.27,15.94,2155.35
d51c99fb-aff2-4035-971a-00786c4067da,6e2ad658-65e0-47db-8cd6-3beaaf727d04,0cbeae31-c749-43d4-8138-33b776b1e138,26,0.1,5.99,1606.77
8a09f326-ff42-4181-bcf1-f48265ab3a4e,0752dcb9-cbd9-4380-9a3f-de0eb74ea30e,84a9824b-5372-4387-9484-b358bb49767c,24,0.26,34.52,951.05
86364611-3a2f-4bed-bc03-9b1a73ddf026,01a94544-7ec3-4463-bee8-097f80d6fda0,ac68a3e8-8ee6-414f-bb65-2635d04b3f84,36,0.26,31.13,2681.87
3d782aed-a258-4e68-8136-5c3fa9a237b3,ea967c49-6623-4006-88e3-71abe81d3a0b,176e5c4d-5c31-4e26-b3a6-2b05f56ac6df,34,0.02,6.76,640.67
3884394c-081c-4477-9bae-7711e0e02129,09557689-0dce-4b97-bb4c-d2e2914bcc34,30baec86-06a2-415c-9fa3-61ce278a9c97,35,0.02,12.15,879.14
fd92d67c-18a2-460b-b974-8248bf72d04b,d349d8b3-e1ce-436f-876d-908871b3a2bf,19f51581-7196-4100-ab37-2a302868721e,19,0.18,42.8,653.08
0990568a-9b57-475a-a8d1-8b454f5a316c,e183af58-4f84-4bf5-a072-dd39f3c44d25,082dbf8d-530b-42dc-a608-a507f6207835,4,0.12,40.32,199.58
81152193-fbda-4e22-8a36-115cb3db7d61,0752dcb9-cbd9-4380-9a3f-de0eb74ea30e,24820be3-f18c-41b0-a2e2-7df94b8eb9b0,28,0.01,41.53,846.86
0605f91a-0ce1-4f76-8c6b-d2f944e226db,94e2aecc-b871-488e-a02f-affcf30830ce,bf7152d2-da2d-4438-9ace-5cbb409156d8,28,0.02,7.84,2212.45
6b27a05c-cf71-4a45-92e6-6d0aa1433f99,59875161-56c7-4551-ab47-bfddc5f519e5,9b86dfe9-635b-4b76-b909-1864582500ec,5,0.03,43.98,171.12
297b605b-4365-4d2a-8325-0de490423847,b049ed39-adcf-4782-b620-0738eebe9fc5,e1b1c1ca-61c1-458c-8d88-733c6baf9b52,11,0.21,41.93,327.05
98265751-b199-42cd-812b-2b1ac89040f7,f95a94f2-fe1c-420c-bcfd-dcc0ffb9e429,7d37599e-ee90-446d-a4c7-034e0211239a,12,0.13,42.78,425.76
c8e0abb1-2cbb-461b-a33b-24e303dfabe1,c1ef6704-4848-4a33-9f68-e166c8aa9951,8ff8ce93-cfa3-4029-be72-52cc491556b4,24,0.24,7.95,1367.91
d8e3f4d9-e45b-4c9d-83a7-6c0ea88ef749,a8d954e3-4e5a-4489-9134-d7f107f3f24a,b2526254-29f3-4598-ab37-61f125eb4578,21,0.19,29.92,1146.69
07b66c2c-5fb2-48fb-a143-a9dcb2e97370,f0f86779-dbba-44ab-9387-859a001bddbd,0519f3df-3b35-404f-9a85-7ff7d8d65242,19,0.09,40.79,1556.85
dc428acf-41bd-4009-bb14-4db2a2e6f331,fc9c5b98-6f5f-4121-adf6-69e09aec5053,a357fff7-7cc5-4a80-a9f7-0fe2176f0207,34,0.12,49.9,1351.78
d7cb249f-9234-4e8a-8ad9-e40c9373dd7b,8dfdcf7f-ac29-4ec3-9beb-1680162d6701,d08b169f-3eea-4d7b-948e-8aa1a0f68c11,47,0.21,49.33,2649.11
f50cd75a-9125-412a-96f1-7120eadcfb79,9beffc06-03b8-4924-9f89-b7bd70a3012a,fd715bd4-1a80-4a78-8980-547e072e2988,39,0.05,34.85,2849.88
0e991b9b-04cd-4c90-b4ba-e369201bab29,4fe98eee-d1f7-4c31-b27d-4d54c6b3b5ff,a06a2d68-b39e-4c15-8d7f-cfc1f7853baf,44,0.29,39.97,2178.77
c29546df-012c-4da8-9242-ae6a5b34ce6a,174248ae-505c-4f01-a791-40e8085cec78,1d3684eb-94a0-46e3-b8bb-d79052a27dc2,21,0.04,39.36,320.8
a7778f88-60fb-41af-82c3-e034c41d692a,6cc58f35-b6dd-4cc1-b8fb-4ce2488ad92c,7963b798-b97b-4df2-ad0e-ead576d1ddf6,39,0.07,20.31,2568.28
4ed83755-0a87-49d5-9c25-1e4dfffad308,3e6e295d-5ddd-4dcd-8456-cc0f978260c9,f7e7a324-593c-4a96-a889-604152259cd7,42,0.2,22.57,535.36
fa26354e-ca75-46cd-a8da-e4d32e9ad336,4cf197c7-e6a1-49ed-8d28-d873163c0127,b8d72c69-54b8-477c-921f-86feafd09b4c,5,0.09,34.05,56.29
8219479b-8997-4a6f-8973-e3dca14b7641,392182d3-c7d8-4c7f-82f2-45af0f998b7f,55fdc5a1-2c45-448f-a786-1ca425836583,44,0.18,14.82,1244.29
5cb8a0c4-ec85-46f3-bd05-e96561ce5c7b,0a5281cb-f6e9-475e-9159-973b81bc9b92,7169d35f-a6fb-4ff1-afbb-89b3b6f80759,27,0.21,13.68,1100.57
287cad06-5f97-48d8-a5d5-b952ffc1b7c1,dbde3d32-cdc3-458f-a78a-9268816ab4a5,a357fff7-7cc5-4a80-a9f7-0fe2176f0207,25,0.2,31.63,1652.03
00c27904-baa5-44cd-add6-5e8a1a2514b2,f44f147d-cbd6-4a2a-bfb8-54e583ad1bcb,895b7701-63be-46ea-a6ac-94a3acc17eb6,12,0.08,44.23,455.71
949ea28e-8a2b-4123-a03f-94e748106ba9,d554bfa4-b595-4121-9185-e96592215847,c13e8e73-7dd2-4dee-8012-f17fbe519ada,15,0.03,12.38,585.15
8ed21267-45c9-4aec-b33d-27e4c9f961ea,fac99821-1598-4721-81a6-d29e7db03494,e8aea378-22ae-4369-aeb5-a856ed431daf,3,0.03,35.56,149.39
545fb806-1e7b-4885-913f-d6ecce0b4fd1,8b8b968e-e8d2-4d1f-b5fe-21aaa89b3d9b,9405604c-3eda-49c4-8800-5c59f3ffc4f1,37,0.12,33.4,3222.03
4a490a62-0e84-4211-92f7-a82f26c6a1c8,c60ee969-1584-495d-99a5-8f34a24833ac,766fdfde-9d3d-439e-b519-b24340ec5552,33,0.18,28.32,1122.39
05ca95bf-7ca7-48ba-9c73-493976964830,b5183f85-3881-4c24-ad21-f8e59e5e969b,7c938227-c6d7-49f4-81e8-9db61ad918f8,33,0.3,36.33,661.6
7e5fe906-ee1e-4341-a4b0-cb1366848a61,1cca0434-c818-4884-b976-0801a3781a41,8d776ecc-776b-45af-a360-ebfa5e25bb37,8,0.17,35.65,579.83
127d164d-9623-4059-94f7-755bdfc75409,31d40c98-1299-4bfb-a08e-901a8eddf5be,fd715bd4-1a80-4a78-8980-547e072e2988,22,0.23,26.79,1259.0
8b88eaed-c6da-45b9-8f13-cc5a7b97b000,a2fc6146-21c7-478a-a951-6dc70f2cf2df,166a9940-9ec6-452b-8acb-e4d9eb4b98c8,30,0.25,32.49,721.57
68564d40-3bcc-44e1-856f-42433dcd4633,dc102ab3-780a-4ecb-803c-dfde474f01be,e5becb93-a1ce-4df4-97fd-5faa3f44e715,9,0.27,39.98,898.21
8333ae80-8226-449f-94ea-8d1cb2808c8e,e218cf75-1490-4aa7-97de-d8e1b19f3d7e,bf2a1428-8491-45cf-91cb-0b22e87adecb,33,0.22,9.79,2546.41
fdca1b76-366e-4d2c-9dfc-0840455e1de7,db9f67f4-6bdf-4211-8e9c-adceeca9a7a9,1ac1e8f6-d915-4e43-84d0-018d9a1d1743,45,0.06,21.91,4018.05
e31463c3-8b27-4426-8995-8139da06545f,68b0d126-a37f-4eff-850f-34d776d525da,4fb1c520-e97d-4551-a18d-b372b1145741,50,0.27,16.74,4992.96
5cbaafaa-bae9-4621-bbd7-7ca00b8c393a,70bce50c-066d-46f6-94e8-b60fec5e6274,cb10cfcc-73cb-436a-ace4-4eb73b341b06,39,0.09,23.54,2004.6
380a10ea-00cd-48c6-b54e-1a0e749daa83,badd6cd0-7e14-4e73-a280-ae1d531e1198,266daec5-5d7d-4d8a-bb01-b9387e50d251,21,0.11,20.18,1900.91
12e7a2fb-0f88-4ded-8840-297f58b0e085,cd614c87-1498-4374-8ffa-976a6e987220,14d059e1-ab5f-4e7c-9359-e42801a4b54f,14,0.27,8.67,148.28
42de68bd-befd-4b36-b328-bee2ec0e2d92,53fb7f64-419d-4982-b286-bbecc0b1ecc9,da955913-29de-4c1c-b688-c619170b5f41,10,0.04,43.83,558.18
cf84f438-7c3b-4a38-a998-b5b032a02d20,c6968250-0d94-40f7-abaf-d8bf9071e48c,e520bff8-cb53-42b0-8a53-79677f626cd2,16,0.03,24.74,462.65
0d77cb9e-e3e5-4087-ad10-ade06882f41a,0ddbcf16-b46d-4ee1-80bc-7d653f8f5ed3,68f5e0e0-3df5-42e3-ac78-453fd82656c2,25,0.15,14.83,1258.87
642c969e-1868-44be-8349-152dd2d8bd3d,194de48b-76ac-4238-befb-4a5b2f757f63,297fb7aa-f43f-43da-916a-562c09abf736,10,0.14,35.97,807.69
c29546df-012c-4da8-9242-ae6a5b34ce6a,c4a15062-020e-4d80-bc92-d45e1fa230f8,54689506-06c6-4e92-9ef9-2bbf586b297d,23,0.12,48.7,244.0
fa98c4d3-bb14-42d7-821c-12d1cf2b782e,6bf0931c-e29f-400b-98e1-d7c927b13121,dde1350a-d1c7-4e78-8b02-ecf1f6041820,32,0.07,31.4,2716.92
fee1ccba-a75a-4f62-99ba-e48bbeafcefb,814b0a17-f0d3-45c1-9b16-e047c788218d,bb9f91c5-8fb5-4e28-8a60-06d13d153eba,25,0.18,32.95,524.47
040aa0d8-d2d6-4df5-b89e-0672ae661c3c,2a5ced25-af75-45de-ad12-d132bd5cfc18,fd479f4d-8cd5-478c-b546-b166bf5af666,10,0.05,12.93,230.5
cd3922c8-3b3f-438d-8adf-097b02c7473e,785d51a5-e948-4a40-9de1-174875384619,294e3ff8-fa6d-4a25-81f8-3e3acc84c54e,4,0.0,39.57,272.45
f16c430d-c025-41f5-910e-74d3fd065efb,8196cd94-66ea-424a-9462-fa8911a78498,358b29ef-f23c-4021-bcee-cb42a6cf956a,50,0.03,15.93,2741.85
94c2de54-9f99-423e-b76a-c271868b2398,e7e0f698-10e9-429e-91df-628fc97951a7,874baa15-4568-491f-bb8b-6f3d08d7ef05,2,0.16,43.49,155.84
01fb1897-692e-4edf-b364-31f8109dfbf6,f07dc236-95a0-4877-8a71-955330d76757,c81d5672-0482-4329-bfbf-6b22ca402592,25,0.26,27.59,1453.77
64b7de74-cfb6-4355-a453-3a30911328db,f7c49fc2-3d83-4ada-b8c9-abeb7d1fb61b,3fa978a0-6791-4440-96ea-f6c062f87e49,8,0.14,25.53,149.88
28674606-ffe1-48d7-bcaa-57bee16de779,2d54c7aa-f85c-4eb2-bba4-045d2067fca8,3fd61592-3dcd-4fd8-a9ae-9effac0b9855,40,0.02,46.46,780.59
35ede215-727f-48a1-a155-906a932057db,91fd0cab-059c-4958-95fe-16b2b3109800,47d20dff-caa9-4195-b323-1071dcaee239,5,0.18,37.3,313.47
4c317ac6-0df7-4a0b-bac7-ac117801df7c,a988d4b5-3867-41b3-8c81-29c5a605d05e,e2fee14d-c93b-4bf4-816b-4eaa32ce69a5,13,0.0,37.34,789.62
26d0d088-9148-49fb-8fdb-2bcda9fdf529,ba4d5269-27a6-4681-ab00-07d75c219c23,7cb1cfb1-a9cc-4c53-ae2d-e1448b565106,47,0.21,17.4,657.73
f8b2c5f5-876f-4971-b151-dcf7ffeb8eea,a72beddf-f066-44bc-ab9e-864571daf2c1,90973e9e-77be-43e2-a425-fb282a2ee626,28,0.04,6.95,1387.83
f8b9fcf5-e9ce-4188-a94e-1de1d9b65066,e587f878-424d-41da-9474-0cc4a36acdb4,1b0d243a-f284-41d4-aeaf-362fcfca67f7,47,0.25,38.18,4422.75
636da22d-a812-4d7a-bf3b-8726cfc16a88,e10bfe67-4b33-4682-b996-4086ab9d1690,c6fb9fbb-f74b-419b-855d-c39af14c9e31,31,0.16,36.65,2749.04
0dbe80e1-51a5-423c-a3e0-eec3ae33da57,647b64de-a087-4859-8d4c-d77f37013b01,963302a3-d32e-4bea-b147-d79c3c15f0b0,30,0.02,46.31,1878.65
398d2cbd-c791-45d4-aa04-1eb57a7ad77d,d41aa52d-59fc-45ee-89de-c37ceb00cf8f,953cca79-251e-43ec-a72d-c9c06493a76f,8,0.22,12.93,273.56
b115fdf7-ca15-4f44-84a7-45c50c361415,53b0e8a3-e12f-4810-a4f6-718b42d4ac86,61baf94f-1e27-482c-8967-95755df423b1,3,0.14,8.11,293.03
c57763ca-7d59-4010-b254-ae759f9d3768,1d65b78a-8d2d-40cc-be2b-8131e3b68f73,9dc160e1-2daa-4f95-8dd8-041a400dda91,36,0.23,37.62,525.64
9d26dbcc-2324-4766-8694-c23ff6eb1309,313e5c44-65de-4d9f-af01-39bac183fc3a,3a43578d-6ad2-40a5-a9fb-4dfa4bffd22f,41,0.25,11.06,3909.18
0990568a-9b57-475a-a8d1-8b454f5a316c,1f003295-5e14-44c1-bc45-c0ddcd48f1ad,43245179-121b-4798-8a46-96ebad3b25ce,37,0.09,20.96,2056.7
df1f324d-bd5e-4864-a1a3-bbb298d2f058,86e58d0b-b243-428f-9fe2-b9dad618a68d,11498563-97da-416a-b114-037194876739,47,0.1,25.65,4605.07
e40e3904-153f-4e45-8062-30930ee15895,7a88ca01-444f-4333-aa9f-f45ce7cee565,ccfee14c-06ea-4468-9129-2084ebac72e9,17,0.0,32.31,604.31
b9f2d5b5-47ae-4f8d-9e17-1f54e0687db4,1a8d5c4c-cc6e-4d74-9afd-057faaa76e1f,9f19d43a-6029-40e5-8d21-c23da2a6a878,28,0.03,24.36,1057.68
3df4c4c2-816b-4d00-be42-98f8ddbe3bf6,1dc3507d-a7e7-4c66-bb03-957a61c48d57,837f7813-b945-41ca-9d97-c875c98956c5,32,0.26,6.29,2397.22
9caa51bd-b2f4-4158-b312-d2c3bfc506e8,869493f4-ba88-4f33-a6fd-ed9534f297d9,8bcf1d1b-e8e0-4807-bcfd-fc98df05a68b,12,0.3,40.33,957.15
9caa51bd-b2f4-4158-b312-d2c3bfc506e8,4a6be494-07f2-414a-9850-9d7b3476d1c8,2cd117e9-e04f-4645-84e1-69fba0bc6598,17,0.12,21.86,1125.17
3d782aed-a258-4e68-8136-5c3fa9a237b3,da53526e-15b0-49c8-bcf4-c34e27e42224,8270b829-a253-489d-9b85-6f737af3a613,5,0.02,6.99,85.96
4138484d-e1af-4736-a2d8-17e12ad29448,531c463a-4c3e-4f09-b589-f371479f02a3,ecd871a3-506d-4dc8-b0df-1387b69d1f44,32,0.12,46.23,1874.2
0dab2aa8-8874-404f-b7e1-cbd8ce127161,b6941d41-a602-4003-8442-bd462f4025c8,2d72c2c2-28e2-4ed6-a28d-7de78a2e66be,27,0.24,16.89,844.61
7047cdbf-e9bc-46de-8bae-c86fb7ac06e0,4f1f44bc-b2ae-485f-914f-84bbc3bae8e3,1a2f05d4-3ce4-4f81-a495-c72cf8cfd0e0,41,0.08,49.0,723.43
49d75b6e-100f-41a5-9534-fbf2af76394f,a010c72b-9c48-4d74-bfa4-979afee7f035,e2d67f0a-5d31-408b-944b-f4e11906763a,1,0.15,8.7,15.85
3708d476-addf-46ac-b79c-304bc0a9336e,21e2a5e1-7171-41cb-97dc-ac2c5e4757ae,542e113a-631e-49fd-8e23-f08a704b3969,14,0.26,13.03,1000.38
e123942e-dd1a-4f4e-b8c9-a47c226d27c0,fcd66b81-17f7-4046-b7cd-771af8c68864,23a4da55-dedf-46b4-acf4-45593de1966d,22,0.0,12.92,1617.57
f03e462b-32f3-4381-9aa9-9fdae437a9b7,7e42fc7e-3c88-4ecb-87d2-55588873fce4,800b761f-9742-4165-ae41-cbbb0b81a762,5,0.24,21.8,385.63
41cc0ce2-ea49-4f39-a3fb-19bbd621acb5,442bc322-3be8-469e-a80a-e6e1517d1b9f,d968c9f5-28e2-4dfb-a0b2-18e3959ebbcc,14,0.25,32.96,782.29
f378c0e0-9d61-4e1f-9ea8-9000ca54bf21,9ecbb103-fad5-4e5d-9ad8-93766aaa9d12,e5f3d0ab-2b22-4592-8f62-a4e1e6cd2a6f,12,0.07,48.12,333.62
b9f2d5b5-47ae-4f8d-9e17-1f54e0687db4,00d26ffc-f3f7-4d29-b62d-32fcf50c0f54,849fcb61-c385-435c-8965-414805fcc0bd,6,0.11,45.64,385.26
f9edd48f-95f4-4091-9e47-155c521aa425,68fd1697-8604-4339-b398-c983bbde6921,f0fcc8b1-5b81-44c2-928f-d92f0c3c75df,29,0.07,35.92,1840.38
e27071b8-e2c3-449b-b191-d363c35f3123,bf013fcc-b6ba-4f72-8fe6-a8c018269eac,92d50b16-e417-45b7-8502-35fcc116fa4c,36,0.29,35.17,3254.41
a78a276d-0e65-455e-843b-eb1d1219eab0,e08f5070-cfba-4afa-9458-9dd32dbf2245,5d1b7119-983a-4b76-8a85-d06054e93544,42,0.13,47.16,4074.58
7174e1db-eade-4284-ad8a-8ed52bb76d11,406edbfd-b53a-4a2e-b309-9cb622af50a1,eff2d746-f622-47ed-9c31-bc8dc8150ae9,19,0.17,49.46,665.49
2a0cab91-8105-4015-aa9e-2c8f5f261b2b,d9e086b1-2368-4131-b881-60e771292921,1a6ca8c2-e7e9-483e-8a67-224faebe39a7,26,0.02,29.54,1586.62
05ca95bf-7ca7-48ba-9c73-493976964830,6b0c4dd6-86b4-4105-be2f-977b1a3911fb,fd479f4d-8cd5-478c-b546-b166bf5af666,19,0.09,47.21,1184.69
259643ba-a255-4e9b-a064-f521728cedb8,f9a3d715-cf43-4b31-afd6-2d618958a0d8,339eeab6-57e3-412d-9f9c-ed094b0c79c0,43,0.22,8.68,1449.0
956f6d0b-03b0-46d2-a006-421c13358418,6124b80c-eb00-4850-8882-64c1180087c6,868d93fb-7d07-4350-82ff-2e8e732c8111,12,0.06,14.67,955.13
