Order_ID,Customer_ID,PaymentMethod,DeliveryStatus
61567abc-a463-4b45-a7d5-7bfda5740579,b8d1c4f3-1303-4bef-bc32-7e129b97293a,Debit Card,Delivered
6f3e9732-a7ed-4676-81c9-e8bf7c5d6119,4dca0385-9b6d-4606-94f2-8ca471269753,Debit Card,Delivered
d83ac4e3-c22a-4ab2-b1d8-4c33eeddadd8,76b7c3a6-9cd8-4ed7-a531-a0c9bc94d00e,Debit Card,Shipped
86541b53-e7fb-4b1d-80d0-b0175878eebd,3c4fc08a-7a46-4c16-abc9-148a3e2235d1,Debit Card,Delivered
1d8ca628-4b05-4ead-9428-e78a136395d7,d47687c2-af3f-48b5-9a47-ae5d790b992b,Credit Card,Shipped
44407d45-03ae-477d-84ea-52c7a921321a,a3cc5595-b128-4ce7-82a8-0758581f9b1b,PayPal,Pending
536881df-669d-4ca6-bfc4-a9bb2eef75fb,4888b538-8bfa-49aa-b034-d432edb9aa4c,Debit Card,Pending
9fd793b9-6754-474d-a7e2-92b304043d84,f351ceb4-62ef-4489-97ab-3d062b55d200,Debit Card,Pending
35bcfd8e-b413-4adb-bc35-cc98f04109cc,501e42c7-eb6b-4fa3-a2d5-020c6cc19be7,PayPal,Shipped
426fa46c-f38d-4207-8746-0ab90dbf876d,8383777f-fcea-4a37-a488-9404d56bf8c5,Cash,Pending
72ef9c56-e165-429d-a70f-42ed86a6370f,7e45832c-bba8-415d-88f5-a1d0e30618af,Cash,Returned
2d9d66db-2349-4933-8591-c2c9a3fbdea0,080adce4-c5ec-4339-8daf-b0cda18e8407,Credit Card,Pending
66cde195-db7f-44ac-b3e0-9a3acbf0bc90,2502339e-b312-48da-a345-1f9ad2b7c815,Cash,Returned
9c53d29e-866e-4881-8367-95be486b3cfb,f34e25b2-43bc-4488-8303-2619278fa679,Credit Card,Shipped
dbb7a0b5-15e6-4d54-97e4-8da49261f70d,cfbd4a3b-c081-4cfc-967d-3a9b3de4ac64,Debit Card,Delivered
d5ce4fbb-33c1-4294-b90c-ecd37aa6334e,f6adb0ab-5a81-4d2c-b64c-680697765b55,Cash,Pending
4c0cc035-769b-40fd-ac9d-651883a5559f,76cd49db-defd-4299-b71f-88670a988bad,Credit Card,Shipped
e2f27b15-0777-4ac1-9e8f-72456dba097a,56f69007-946d-4d89-be66-b5e4d28dfe55,PayPal,Returned
51b8ff17-84e8-4a8f-b491-4b71846f20cc,2dade8cd-d497-4ca3-98f1-cb39ca190a9b,PayPal,Delivered
75f165cd-0846-4a54-95da-5e71b16b8f9d,a1dfc4ea-affc-4842-b24e-6d3e9b6c46ca,Cash,Delivered
d983c377-abe2-4d87-a792-790d4d881d2a,d77b34d4-6024-4a49-ac2a-d340d4ff059e,Credit Card,Pending
23b181ed-1f02-44bf-8872-948a9c37986e,11eeaea9-287c-4174-a7be-1b4aaf365612,Credit Card,Delivered
b4830b84-3b96-4c78-9505-65c6b58d5ac4,54e9c55f-172c-4afa-8627-1ce4f3393f9c,Cash,Returned
b5cfce29-ccf8-41dc-8665-4e4ec577fada,3a16cf41-f442-4754-9b2f-2fc7f0533f5e,PayPal,Pending
6018376b-f1b2-4337-bba2-f6a40d0388d1,29e9634b-ec7c-437f-8442-f74edbadfafc,Debit Card,Shipped
e59938b1-cb5f-4c3a-a95d-01d02269d2ec,21b4ba59-bc82-4e57-8e47-e6bfe0ca61b6,Cash,Returned
a32f6e67-d705-45b8-85ee-949e39f5b04b,85e96e24-f287-4821-88a4-1b01e843d41a,Credit Card,Returned
ef100de9-205c-4989-b845-8117765a27cf,21b4a7a3-43b6-4336-af7e-19f97716da72,Debit Card,Pending
27feab80-75aa-42da-accc-a0c67865bf6e,807cc912-5cb0-4a96-81e8-25ba91163acc,PayPal,Returned
81152193-fbda-4e22-8a36-115cb3db7d61,117091e5-3a09-4ae0-adb9-34eed5f93d72,Credit Card,Delivered
32958412-c729-4f00-919a-ebd2606a89d5,8878681d-e4f6-48cb-bc49-102d5f4ae645,Debit Card,Shipped
13ee92c4-bf14-4a55-8af2-4f496fbab0b9,717d853c-9c99-4fe5-b3e1-a5176234532a,Debit Card,Shipped
f57991ee-ca62-463d-b7a8-e25eecd4241d,22c625fc-4a61-4205-9de8-066869a8a41b,Credit Card,Shipped
a6a0c46d-9da9-446f-8abd-8a41a7068e87,59d731b9-3e96-4399-a36d-33ecb496a2a2,PayPal,Shipped
2cc9acdf-db10-432e-8fb7-38d3c0320d40,1d3684eb-94a0-46e3-b8bb-d79052a27dc2,Credit Card,Returned
f69b39d0-040d-481e-8abe-724dc443c3eb,5eee3356-4a71-4a70-ace2-54e93d7febc2,PayPal,Delivered
6aed205c-495d-441a-b79f-c0d78d347dbc,a06a2d68-b39e-4c15-8d7f-cfc1f7853baf,Debit Card,Delivered
c090234f-0606-4454-8fa3-3e585b386aeb,5a2801df-7fc2-4ed2-aa0f-4ef3a445d02f,Debit Card,Returned
b17fe9c2-9214-42d0-a5a2-84f62ce21c12,dc484fa3-339f-48b4-aa39-f50febb4c460,PayPal,Delivered
787625b2-9758-4736-a01e-984fb61e6da9,7d37599e-ee90-446d-a4c7-034e0211239a,PayPal,Shipped
907b4c18-d618-4f83-9fd6-e161d087ae9f,ef806bde-5d4e-49eb-985f-a6f301ff1881,PayPal,Delivered
5acb6adf-b101-4225-a0ba-fa367f4bb3de,cc8dc601-1cfb-4f26-b29b-d6bbcd34d672,Cash,Returned
83d6839d-f1d0-44e5-8fa7-0ef46d05bdcd,9119a7e4-40b7-4d24-8d30-0ecde0eaf9ce,PayPal,Shipped
0ea57d40-6cdd-4639-9340-2c02d1bc0850,7ba89c37-7e34-4280-bff6-421dce357243,Credit Card,Delivered
ee7fb8fd-4c1b-4db4-b39d-88081559501b,176e5c4d-5c31-4e26-b3a6-2b05f56ac6df,Credit Card,Returned
86b6c18d-0db9-4b0a-986c-0d38e1d0f94f,a2fd150e-938c-446d-b213-646d5c9b3de3,Cash,Pending
bac130f2-15f6-418a-a19f-e7fae59c5778,14bd941a-670a-482e-a6a0-3b50d6ca95d7,Debit Card,Shipped
79098636-aec9-4a41-a7c0-80bf87c596a2,9f19d43a-6029-40e5-8d21-c23da2a6a878,Cash,Pending
b132b8ff-4c45-4b5b-b9f7-e3acdc64fdef,7e369eed-291e-44ef-ad8c-80147d7ea304,Debit Card,Shipped
327f8fc0-b975-44cb-8860-5667df3d8f9b,f09fcbe7-07c4-42f9-912a-508c9e79fb67,Cash,Shipped
5fb9cb85-dbd2-4836-90f3-ba5912cb9bc9,3ee10094-51b4-40a4-824f-213f0b6b4046,Debit Card,Returned
2f2294a6-4b1b-43a3-a4ee-d185e42d679b,0dc00cb4-e88e-4b86-b11c-9d8bc739af16,PayPal,Returned
9ab7376d-e3d4-44e5-8c28-17ac2f9cb845,eef204c8-8811-4692-a45b-484e1f27c21f,Cash,Shipped
f3f6b012-bf5a-4a5e-855f-a5f317990af0,f888a98b-c823-4ba4-acd8-5ae7cb019384,Credit Card,Returned
191fb8d5-398d-4357-a6b5-86d3edabebcd,16ecff43-70e1-4284-a223-d7194fce103f,Cash,Delivered
6fb9c1a9-2b39-4d26-af9d-d00de1c5e5e8,70940563-9418-456e-8fa5-133eec9534df,Cash,Shipped
8efd0b29-d5ba-4f23-812a-178341fea45f,b8d72c69-54b8-477c-921f-86feafd09b4c,Credit Card,Returned
94e7ec5d-0ac6-41bf-8271-b3b91fe7bd3b,321bda4d-8feb-44d9-b49b-d728b9ed51a3,PayPal,Pending
883ce74a-e502-4be9-b1af-be388b809875,b07be304-e428-44f8-a6b2-987886374615,Credit Card,Pending
a8535846-c84f-4cce-988b-5d21b4fa9846,56767524-d581-4ba4-94f5-8019adebc2fa,Credit Card,Delivered
259643ba-a255-4e9b-a064-f521728cedb8,d9632561-fbbf-4a17-b076-c725c3e94502,Credit Card,Pending
94c2de54-9f99-423e-b76a-c271868b2398,7cb1cfb1-a9cc-4c53-ae2d-e1448b565106,Credit Card,Returned
423e732b-bf2b-40b6-84aa-42c6fb035745,4f2b8c28-9e9b-4e56-89db-1c87cb6f36a5,Cash,Delivered
6ff0f2c1-f7c6-4b8a-ba08-4d42bd329ba0,27aae31a-a845-4b8d-b7f2-1278c36adb72,Credit Card,Returned
94eecd4d-a694-4d73-a359-9fa83a16c656,c9a6ca8c-234a-4155-af5e-7a052181602f,Debit Card,Returned
2a0cab91-8105-4015-aa9e-2c8f5f261b2b,f01827c8-7044-434b-8fb9-39f46d47bcae,PayPal,Shipped
9dca0bb9-28b4-4dd8-bfb8-ed0a8e5ebe5e,9e7f09a8-beb0-446d-8e20-beb3096f9e77,Debit Card,Shipped
2e38be5b-3392-4d6a-867a-73e0bbc791df,60a6408e-3116-446a-b9e9-2e4b8da63eaa,Debit Card,Shipped
cbbadabb-28d5-4d2a-907e-9a146155f6ce,2dfdadc4-7b40-4dbd-8c3a-85ebb14ac9db,Debit Card,Delivered
9f6db3ea-8a45-4167-a30f-eaed18b16685,bcdf1fc9-8c99-4d33-9374-391ef92ba7ea,PayPal,Returned
52a25c10-3e25-46c3-ac5a-6bde228cacb5,df8dac36-8379-4fe6-9d26-80fbdf1ed56c,Debit Card,Shipped
afa8bfe1-a575-4e66-9b32-638f91e998b1,86f293ba-95cb-4d11-a836-9059c4bc4041,Credit Card,Returned
cc0fc320-6840-4c31-89e5-2145b15d8ff4,117091e5-3a09-4ae0-adb9-34eed5f93d72,Debit Card,Shipped
3d782aed-a258-4e68-8136-5c3fa9a237b3,7b2c120d-a6d6-422b-aed1-2adf868ee4bf,PayPal,Delivered
eb6cf7aa-137b-4402-aea5-9c67743d3018,0f2b2aaf-2a67-4e66-9ece-36a53311e497,Cash,Delivered
a56212dd-f125-4e46-9990-0af21c9152c2,b20ea010-118d-43db-92f3-2f1c927858aa,Cash,Delivered
1990758b-d1a5-46a4-9401-bff580e6195f,d0f87ccb-6eb6-4a69-b59d-7a271d81b3d0,PayPal,Shipped
f96820bb-056e-4703-bd8d-5da8cf34933e,c9b4b4fd-4305-4553-bf1f-c9a07028a695,PayPal,Shipped
1e6407c7-f257-47b4-a3f6-04a1b8a78779,485aaffe-e5ca-4c0a-87f6-0cb1c5374d5f,Debit Card,Returned
ce5743db-304c-4c74-8fe5-b1a57562dd45,f747da7b-bded-4362-8a6b-085382d49327,Credit Card,Pending
da130f73-bb26-4356-9f36-fdef8b8139fd,b9762a2e-2ea4-4bea-b2b0-46a5eb9397af,Cash,Delivered
43b7f373-cb6a-479e-9c2e-f13e776aac7d,cb10cfcc-73cb-436a-ace4-4eb73b341b06,PayPal,Pending
82d3f839-0327-44cc-a132-29b3196834f6,c1ecb03d-a90e-49cf-ad44-792c5d0a44be,PayPal,Shipped
9ad4ae3e-8934-4f1b-8f2b-b2fbe5a6a230,0357a317-faa2-433a-b3b8-4ddd267b59dd,PayPal,Pending
a10f57d9-19ca-4ca8-ac5d-bdb2f74656d4,afc7d8c9-fd84-4050-999e-8df119b359e8,PayPal,Shipped
f8b894df-8a55-4d9a-bcb4-5955d32aba5c,bf089a2b-8441-449d-a9b5-0575b92bd2b8,Debit Card,Delivered
d62f5340-6a0c-44dc-b5ad-5a4becc03a49,24820be3-f18c-41b0-a2e2-7df94b8eb9b0,Debit Card,Returned
7af699bf-3542-4138-bd16-f720001bbd20,c48873c2-0eda-4093-a049-c158449d8f1e,Cash,Pending
2027ceb8-bd50-4335-aac6-00af1512d7e8,031ff65b-100d-4e54-964b-31f6a081a806,Cash,Shipped
1f6c3947-3e21-4122-933e-c8196b421d17,cfb3693f-00f3-4038-8222-48ce670e9da3,PayPal,Pending
3884394c-081c-4477-9bae-7711e0e02129,c49cb90f-1042-4bd1-8308-723dad53edc7,Debit Card,Shipped
179bb3c1-7e23-43b0-99e3-f9e277bd7e9f,8c7f83e8-92c4-44ea-880d-b4bd9169ed07,Cash,Returned
05a2a0e2-9d1f-4b07-b9aa-edffe016111f,0399561a-658c-43fb-bc73-16b47c50b91b,Cash,Delivered
f269d693-4277-482a-bae3-f67e4c6113c4,2eddfb0b-fa08-4c24-aed3-6b3c8c1c38b7,PayPal,Returned
3f1429ca-7fb4-4715-8df0-1135dc9e17a0,4846ff25-7410-4119-bce5-7beeeac96029,PayPal,Shipped
ee271872-2481-42f8-b0b7-ff965aa4d503,1a2f05d4-3ce4-4f81-a495-c72cf8cfd0e0,PayPal,Returned
fa138c6c-fe8f-4fe0-a75a-954a3cd43680,7ca20d1e-1025-45a9-91f6-412b3d40f9d9,Debit Card,Pending
eb0e084b-f1d6-4f1c-984b-48d4d1f1366f,fd86231e-ca2e-4a6a-a1ab-9f7a221292e7,PayPal,Shipped
4f6c039e-248a-4e81-8f34-cf670ef27b07,1fcfa5a0-2193-4d77-aa2c-448fe2863b7c,Credit Card,Returned
9e4397d8-30c3-4a85-a0ce-08422af8cc52,c49cb90f-1042-4bd1-8308-723dad53edc7,Debit Card,Delivered
435ebf3f-1f92-49a6-b107-e2080079e3ca,cc1e6470-85d9-4a4d-b8b6-a6f3a15c6630,Cash,Pending
ded8c71e-aaa9-429e-b086-2b5d1d1c5674,b9b2afc7-c8db-4a4f-a58b-2f8ba805e16b,Cash,Returned
5ffeaab4-4128-4d22-b090-7989c4db747a,8be126a1-dd53-4b6d-8284-60b55feb2994,PayPal,Returned
a60cdb50-0bf6-4cfd-a480-6c54c036bba0,0ad94244-53cb-401a-91d1-19f02276573c,PayPal,Returned
086bc9f7-2b67-4d87-bce7-8251099e574b,7bc4369a-c183-43c6-a31d-272ff89405b2,Cash,Delivered
00313eb4-524a-4f7d-a4b2-94b706cfef7d,d28cce6d-5333-4681-bcf1-101bc942077a,Debit Card,Shipped
a1332283-0782-4aef-9d9d-2a984883c362,7e4f3fb3-8970-4f1a-a171-a8af981fdea4,Cash,Delivered
affb8a68-a030-44c1-8c69-76a102f3634e,2308ea51-4106-4ced-88c2-1ce323161ff5,PayPal,Shipped
572f851f-a97a-40a9-953a-9f0caa18ece2,6888f2f8-b4de-4851-8477-37d19e197aac,PayPal,Returned
c9c8e47c-2af4-4b3b-a753-509e91a528f2,618294fe-2609-43c9-8866-cf5d5db02fd6,Cash,Returned
24e376e2-b9ce-4304-b848-59287e11bd21,d25fc8e5-ac8d-4a7e-9fdc-4c8ba184f089,Credit Card,Returned
a69c2beb-48ca-4baf-a9fd-f4be4b368e1b,d49d263b-453e-4042-830c-ee1c284b9848,Cash,Delivered
23b0ba2d-a785-4389-bbb1-95f839271435,17e1af3c-e3d2-4f1b-b33b-a4172b17d036,Debit Card,Returned
deac0f21-b5b2-4066-b748-a5a57240ba0b,0d66b88c-0336-4ba3-80f0-9e88e1977c79,Credit Card,Delivered
fa26354e-ca75-46cd-a8da-e4d32e9ad336,30649c24-53b8-4fd1-a1a3-5040ada297d0,PayPal,Pending
bbd836f0-bd07-4ea1-a013-b2467945260c,27f70b5d-fff0-4fa9-9601-9fe8c0ff9875,Debit Card,Shipped
53038286-cb6b-4de3-bed2-f2126380f9ed,9a0c0efa-7d12-42f1-b92f-e630b72a612b,Debit Card,Delivered
a7778f88-60fb-41af-82c3-e034c41d692a,d5c2c1c5-8a87-4027-9f89-364a7c5b14a4,Debit Card,Returned
842b3339-3084-4b74-9cb3-64001bded25d,0d0d2a5d-c36b-4988-975b-70d702ccfb22,Credit Card,Returned
9223c6e4-d6ae-4b99-8e3d-4788e7049157,dd57eae8-437b-4022-a2fc-066cc61cab7c,Credit Card,Pending
6254edfa-1ba8-4f79-b054-bd001fbf197b,11498563-97da-416a-b114-037194876739,Cash,Delivered
461bc826-55a5-4bc5-97ee-6c9227e857a5,e4225aa5-f6ff-4c61-909c-52b0c2f27df0,Credit Card,Pending
87ecebf7-23bc-441a-953b-d4e1574fef99,d019836b-a793-4978-884b-fd78f0a7568c,Cash,Returned
91c50ad1-11a0-45c9-9638-1e45d7f2d519,db167065-0dce-425e-b35b-2d18edf1e3f3,Credit Card,Returned
1884a889-e10c-4835-84f1-661a7c4a489f,869613ee-fbda-40bf-a6ef-1caaf43afb7a,PayPal,Returned
1f63c9bf-1378-466f-a9ff-21b66a5f0116,b47955a8-f328-4707-b32a-68233e108806,PayPal,Returned
336eb5c9-25dd-400f-a624-4c29c9f90b01,542e113a-631e-49fd-8e23-f08a704b3969,PayPal,Pending
a2ad72a3-4d12-44bd-879e-ac38ee2206de,54e9c55f-172c-4afa-8627-1ce4f3393f9c,Debit Card,Shipped
e3b88a39-48c8-4366-9864-43d331689d64,8c7f83e8-92c4-44ea-880d-b4bd9169ed07,Credit Card,Delivered
a3b1d13d-3559-4d4d-b5da-f7ddcd46db47,aee9a109-7223-49fd-bf34-3930609dce81,Credit Card,Shipped
bf7acc1e-9c94-413d-a4df-b1465f6efe61,bdee47db-ecea-4678-8751-e55d42d8e02b,Credit Card,Delivered
49580547-f2c7-4e42-b70a-5529d83c8fc3,62cfb297-4a9f-4154-a534-8f1732e8f094,PayPal,Delivered
22a4973f-88ec-4fbf-92e4-597ac81d0381,a7efa47e-fa89-4c59-b591-915962e631ae,PayPal,Pending
fadf3dc5-2124-486b-9417-b9b14cb397f3,bd7ee448-2fc4-4ecd-9b05-83b3bc8ffbd9,Credit Card,Shipped
2b034239-2993-41f1-b805-b427d70e4185,d01614d0-b05a-46a9-a231-103e23d6e9c7,Credit Card,Returned
de932229-e461-4eb1-8941-a626712fd078,ff04b78d-4394-4156-9f77-df5da46e7695,Cash,Delivered
adfa5f6d-f812-4cdc-86cd-8f94e1259a11,ba264fb3-06a2-4de6-9620-c569ffc64548,PayPal,Pending
bd067b11-ad47-47da-a6f2-26f04bc9ceb7,70f82ebf-f830-4dad-b722-1c90594ff0a9,PayPal,Delivered
2e558f98-f305-443e-adc5-11a99b6eca76,164e0278-c27d-4aaa-8311-9fa7fbec4860,Debit Card,Delivered
64c7ae48-1509-44b2-8883-f5deb75a65d7,7eb96ac9-c7a8-4967-b93a-576095c346a2,Debit Card,Returned
8a596ff4-50ce-46f6-9afa-e8de0c57e836,d1ef83df-70f2-4fa4-84cc-736119382f28,Credit Card,Pending
c404ffa6-c929-47fd-ad42-f72ad9473180,97e22322-a15f-404a-9778-6308b7d862ab,PayPal,Delivered
435edcee-6216-4f84-ac82-6a175c2aacbd,6b344f84-43bf-45af-b94a-5761e82d2123,Credit Card,Returned
f88ddec0-379b-4d3d-b75e-ed199ad5568b,9e0d4e54-4687-44e1-afef-cdf82febb3e3,PayPal,Returned
00d51292-5c4c-4c8b-85b2-50d001adc590,3cd28f54-bd06-4584-9f6d-a983b85c59ee,Debit Card,Shipped
e6937b65-0bb5-42aa-87e1-e04e710c0d45,20c1fd2e-db05-4187-86d2-e9100d3a2e66,PayPal,Delivered
cebffd04-f187-4e0b-b4c8-88b1d1982fdf,57c04ac9-c3c1-4643-be1b-ab776907b65c,PayPal,Pending
2ef618f2-a4a0-4dc0-93dc-f1aa255d41cd,9fcfa939-2503-4363-b5f3-5bb881dd625b,Debit Card,Delivered
d33d68b0-f732-4583-bc49-8c53cbcb989b,5eee3356-4a71-4a70-ace2-54e93d7febc2,Credit Card,Pending
a6d20f48-0b03-4761-b533-3681284ac615,164e0278-c27d-4aaa-8311-9fa7fbec4860,Cash,Pending
302c4569-d2aa-4ac9-855b-a9e93dd4e758,fc9b8165-3f4a-4eea-a012-8c154527759e,PayPal,Returned
a1d7601a-05f9-45ef-a06b-47f151aea33d,7e369eed-291e-44ef-ad8c-80147d7ea304,Debit Card,Returned
ae5b0020-e671-4046-a231-c2c42bd30a1d,ef1a71cf-52cf-40bf-ba58-ccff3e57d186,Credit Card,Returned
5f9e73ff-03a1-4845-9d14-e1a846de3ae9,f0fcc8b1-5b81-44c2-928f-d92f0c3c75df,PayPal,Delivered
a59f09e4-01f8-43e3-b90e-03064d0cdebe,6569199e-ac0d-4bb2-8e8e-acb3e8fd86af,PayPal,Delivered
cfe1e1af-3b2b-4d8b-9911-283bea0f1039,d5c2c1c5-8a87-4027-9f89-364a7c5b14a4,PayPal,Returned
38102f85-679b-4119-a4e6-e10c2ae0a3a1,c400f22d-ca55-427c-b015-5d52e708f567,Credit Card,Delivered
1c7bf303-9a91-4a29-a257-16cd26f6f868,df901f44-bc37-4fff-9343-6ca7adeaf0ba,Credit Card,Returned
9e44f411-2ecc-472b-ac38-97ebc307e7ff,30539bd6-681b-4a53-872d-9da18f250871,Credit Card,Pending
d3ffcd4a-ddac-48f5-bc9b-776451e24c75,c49cb90f-1042-4bd1-8308-723dad53edc7,Credit Card,Returned
e0ceec23-f067-46da-b39c-500c24955085,23eb0d44-8739-4b9d-bdd8-df4b3845dc18,Credit Card,Pending
2ad4a8d3-5202-4e80-95af-1e6c1212c5f5,d111ada5-7151-4564-ac63-9c4088512534,Debit Card,Delivered
d44567ce-398b-4912-88dd-6e44cefeb72c,166a9940-9ec6-452b-8acb-e4d9eb4b98c8,Debit Card,Pending
f03e462b-32f3-4381-9aa9-9fdae437a9b7,b47955a8-f328-4707-b32a-68233e108806,Cash,Returned
186f422d-860e-4bd8-9bb2-7316f510ea70,5d02df7b-5e05-441e-867d-72cf3d77a2f8,Credit Card,Shipped
b47db376-418f-47cf-8180-77352f67242d,578f2d23-aba2-4c60-891f-acbe2f6ad6aa,Debit Card,Pending
1fa5bc8b-5aae-4e88-ae22-a7764dea0759,47029287-d3ea-4366-97e7-8d2069fa5bee,Debit Card,Returned
eb9b45d4-2d0d-42f1-97ee-c01918805078,b360655c-66d0-44d0-8852-055a518ce115,PayPal,Pending
1fc17e76-6fd2-4696-93df-4ed00a2ea320,26d5d8da-7197-450d-ba3d-8f965428d514,Credit Card,Shipped
bf0f9a18-f4f1-4b8c-8ecb-b80dc6faf908,e5becb93-a1ce-4df4-97fd-5faa3f44e715,Cash,Shipped
49d188f8-3bb6-4177-90a1-8925abe094fa,ed78ed65-cbde-4e7e-b2a5-2d9f264a3dda,Debit Card,Returned
a649e4dd-90cb-416e-a3cf-3dc7b06d3386,d661c7e9-86b8-4bc2-9a6f-40487e98d44c,Credit Card,Returned
34561333-b764-4a02-90bb-b233d1a80194,6b344f84-43bf-45af-b94a-5761e82d2123,Credit Card,Shipped
1b83e4bb-73c5-4412-914f-3b95fc5209dd,f8f5e20c-1e29-4224-b650-c98ab121d108,PayPal,Pending
c29546df-012c-4da8-9242-ae6a5b34ce6a,8e9a3b89-d2df-4342-9e6e-56d3ea396ebc,Debit Card,Returned
c877224a-b5ba-4332-b015-a878b182b4fd,0090837c-3e4a-49dc-82d1-01125c9a3caa,PayPal,Shipped
1dbec99d-4856-4134-b25d-9fd537b6205e,a2d7f4a7-7988-45b2-bb96-616c61d3320a,Credit Card,Delivered
e8922823-0868-4967-837f-494a9fc28b67,62cfb297-4a9f-4154-a534-8f1732e8f094,Cash,Delivered
5ea885e5-bd4b-414a-bcec-cfc98482e349,2383b037-e297-41da-ba7c-37ec48d96108,Debit Card,Shipped
720a8e0c-72c1-4f48-8528-f809c74f3f48,cfbd4a3b-c081-4cfc-967d-3a9b3de4ac64,PayPal,Shipped
55646ff7-e13d-422e-b258-bd84857172aa,50091d7b-8f0a-4922-b79c-6455b0f787ad,PayPal,Delivered
95f66620-88ca-4ac0-abfa-7e51fa12ae63,6df67c27-6129-47c8-97bb-f37fe0a76b22,PayPal,Shipped
c894b150-7b0b-4193-a37e-6e4d5ab8f00a,6d940a3f-1162-4222-ab13-2b0380fd361d,PayPal,Pending
36cc4834-f002-43e5-9d8a-2830b19b31d3,358b29ef-f23c-4021-bcee-cb42a6cf956a,Cash,Pending
05b45558-7209-4d65-a2a2-503a5e99408f,be2ed351-e85a-4def-8f4c-1a8b7fe6e6be,Credit Card,Pending
2c1a5e78-b13f-420b-8f22-213eb9662638,7d30f4f5-95f1-4e94-b1f3-dd325b81e628,Cash,Delivered
61ddacd2-3d29-46d1-833b-d8c16a7636bb,aca90765-7747-4de5-be46-d014cafbbd3d,Debit Card,Delivered
946b961a-84bc-4a7b-bc34-0ab6ca637a9b,2454524d-fcb0-4f35-a085-f482d19f1b81,Debit Card,Delivered
9d26dbcc-2324-4766-8694-c23ff6eb1309,fb98b29e-f61e-47e9-a752-ae6b36ad8aa3,PayPal,Shipped
b4629f52-5a23-4f7b-9142-2befbc813561,de05ab07-7ead-4d38-8c80-fd66701658c0,PayPal,Returned
84c44551-325d-4580-a323-77ad38e8306e,19f51581-7196-4100-ab37-2a302868721e,PayPal,Pending
a28083d2-b00c-4e9b-9603-1c170cce72d3,2b485dab-be21-4120-923f-15ee4fa4e115,Credit Card,Returned
7a9e4c72-7485-4863-a273-77af32339334,30649c24-53b8-4fd1-a1a3-5040ada297d0,Credit Card,Shipped
0aedab8a-039d-4ad6-a73a-d172c6116672,5678c086-944b-45c2-8095-d58b90239b3b,PayPal,Shipped
0140a187-aeaf-415d-b749-4e5fcdb637cc,e4225aa5-f6ff-4c61-909c-52b0c2f27df0,Cash,Pending
d543103b-9926-4f3c-a988-82dab8ed16ea,23eb0d44-8739-4b9d-bdd8-df4b3845dc18,Credit Card,Pending
aaaef569-8983-4b09-b033-33b92dbbc6e3,574f993b-8b57-45c8-bdbd-a3cc5889573a,Debit Card,Returned
a73a7b8c-794e-4977-b63d-c98d97c0aeb7,1ec02686-bc1e-42fb-9203-7a39768236e3,Credit Card,Pending
ce508c57-9926-421c-899c-b5144be73976,8822de6b-d69d-4837-9c49-a50608f2e20e,PayPal,Pending
513b5a44-4a96-4203-8d3f-c239ee13de08,12f23699-5c09-4851-bb46-25fd47d3fa55,Cash,Returned
